ID with leading,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
0323117,2013-14,1,Single,0,26871,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0315959,2013-14,1,Single,0,18853,High School,High School,With Parent,,,,,,,,,3500,,,12001,,,,12116,,,,,,,,
0318518,2013-14,1,Single,0,46885,High School,College,On Campus Housing,,,,,,,,,1750,,,6863,,,,,,,,,,,,
0319489,2013-14,1,Single,0,31110,High School,High School,With Parent,,,,,,,,,,,,11851,3500,,,12066,2000,,,12205,2000,,,12373
0319067,2013-14,1,Single,1229,83688,Middle School,College,With Parent,,,,,,,,,,,,,,,,,5700,,,,6500,,,
0318364,2013-14,1,Single,0,34220,High School,College,On Campus Housing,,,,,,,,,,,,13151,,,,2865,,,,,,,,
0318189,2013-14,1,Single,0,26101,College,High School,With Parent,,,,,,,,,,3000,,13151,,,,,,,,,,,,
0317223,2013-14,1,Single,1440,38738,High School,College,On Campus Housing,,,,,,,,,,,2000,7315,,,,7316,4970,,,6389,3250,,,10691
0319917,2013-14,1,Single,2184,21267,High School,Unknown,With Parent,,,,,,,,,,,,8915,,,,2740,,,,,,,,
0306694,2013-14,1,Single,0,9783,High School,College,With Parent,,,,,,,,,,,,1501.84,,,,,,,,,,,,
0314859,2013-14,1,Single,12763,12997,College,High School,With Parent,,,,,,,,,5500,,,7285,6500,,,8916,7500,,,9009,12500,,,2965
0318102,2013-14,1,Single,0,8493,College,College,With Parent,,,,,,,,,,,,12001,,,,,,,,,,,,
0319898,2013-14,1,Single,40613,0,College,College,Off Campus,,,,,,,,,12500,,,,,,,,,,,,,,,
0307468,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0319297,2013-14,1,Single,6938,24000,Unknown,High School,With Parent,,,,,,,,,,,,13751,3500,,,10542,3500,,,12571,5065,,,12423
0316510,2013-14,1,Single,83408,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0320524,2013-14,1,Single,0,84462,High School,College,On Campus Housing,,,,,,,,,9500,,,,9500,,,,17500,,,,5500,,,12423
0318401,2013-14,1,Single,0,15247,High School,High School,On Campus Housing,,,,,,,,,,,,13351,,,,13266,,,,6703,,,,6787
0321723,2013-14,1,Single,1780,49015,College,College,Off Campus,,,,,,,,,,,,10633,,,,10044,6500,,,5325,,,,11423
0320680,2013-14,1,Single,0,89755,Unknown,College,With Parent,,,,,,,,,,,2000,,,,,,,,,,,,,
0321014,2013-14,1,Single,0,25019,High School,College,Off Campus,,,,,,,,,,8473,,12001,9500,,,11044,10000,,,10971,7500,,,8005
0320089,2013-14,1,Single,6216,117555,College,High School,On Campus Housing,,,,,,,,,,10653.3,,,,10853,,,,11178.6,,,,11430.1,,
0321366,2013-14,1,Single,92209,0,College,High School,Off Campus,,,,,,,,,29000,,,,,,,,,,,,,,,
0318312,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0314139,2013-14,1,Divorced,0,0,College,High School,Off Campus,,,,,,,,,7500,,,7285,7500,,,10442,4250,,,2701,,,,
0258326,2013-14,1,Single,29658,0,High School,Middle School,Off Campus,,,,,,,,,4555,,,4940,,,,,,,,,,,,
0322335,2013-14,1,Single,0,0,High School,College,With Parent,,,,,,,,,31000,1000,,,,,,,,,,,,,,
0320921,2013-14,1,Single,0,49624,Middle School,High School,With Parent,,,,,,,,,3500,,,5715,,,,9892,,,,11071,,,,
0323051,2013-14,1,Single,0,33281,High School,High School,With Parent,,,,,,,,,,,,8643.79,,,,,,,,,,,,
0319468,2013-14,1,Single,0,38600,High School,High School,With Parent,,,,,,,,,,,,11233,,,,,,,,,,,,
0322178,2013-14,1,Single,0,85836,,College,On Campus Housing,,,,,,,,,9500,,,,4750,,,,,,,,,,,
0320859,2013-14,1,Single,2262,76458,College,High School,With Parent,,,,,,,,,3500,500,,3711,1750,,,2442,,,,,,,,
0323039,2013-14,1,Single,0,60193,High School,College,Off Campus,,,,,,,,,3500,3000,,,,11773,,,,8089.3,,,,,,
0323299,2013-14,1,Single,0,101140,College,College,Off Campus,,,,,,,,,5500,,,,,,,,,,,,,,,
0318001,2013-14,1,Single,0,85676,High School,College,On Campus Housing,,,,,,,,,12000,,2000,,9500,,2000,,,,,,,,,
0319849,2013-14,1,Single,870,0,Unknown,High School,On Campus Housing,,,,,,,,,,,1663,13151,,,2800,13866,,,,12571,,,,11605
0321838,2013-14,1,Single,3189,51939,High School,College,On Campus Housing,,,,,,,,,12000,,,3911,,,,,,,,,,,,
0316794,2013-14,1,Single,2439,15104,Unknown,High School,With Parent,,,,,,,,,,,,13151,,,2000,13866,,,2000,14005,,,2000,14173
0316749,2013-14,1,Single,6398,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,13151,,,2000,13866,,,,14005,,,,14173
0314455,2013-14,1,Single,0,22592,High School,High School,Off Campus,,,,,,,,,,,900,13151,,,,13216,,,,12571,,1000,,11005
0318751,2013-14,1,Single,5924,5924,College,High School,With Parent,,,,,,,,,,,,12001,,,,12716,,,,6586,,,,4361
0322261,2013-14,1,Single,59766,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0313443,2013-14,1,Single,9450,0,Unknown,Middle School,Off Campus,,,,,,,,,12500,,,,,,,,,,,,,,,
0323152,2013-14,1,Married,21986,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,1412,,,,,,,,,,,,
0320773,2013-14,1,Single,0,0,Unknown,Middle School,On Campus Housing,,,,,,,,,2000,,,13151,759,,,2865,,,,,,,,
0309014,2013-14,1,Single,0,161650,High School,College,With Parent,,,,,,,,,14262,,,,7888,,,,12590,,,,11720,,,
0314456,2013-14,1,Single,0,32086,Middle School,Middle School,On Campus Housing,,,,,,,,,,,,13151,,,,13866,,,,11451,,,,14173
0319205,2013-14,1,Single,0,11721,High School,High School,Off Campus,,,,,,,,,3500,6000,,5645,,4000,,9325,2500,5700,,5391,3000,4101.1,,7379
0323049,2013-14,1,Single,0,122911,High School,College,With Parent,,,,,,,,,5500,,,,5500,,,,4500,,,,7500,,,
0317696,2013-14,1,Single,0,0,College,High School,With Parent,,,,,,,,,,,2000,12601,3500,,2464,11042,,,,,,,,
0317452,2013-14,1,Single,0,12026,Unknown,Unknown,With Parent,,,,,,,,,,,,13151,,,2000,13866,,,,13405,,,,13573
0316306,2013-14,1,Single,0,28655,High School,Middle School,With Parent,,,,,,,,,,5645,,11281,,5414,,11592,,5775,,10887,5900,5815,,5815
0319387,2013-14,1,Single,25252,6695,Middle School,Middle School,Off Campus,,,,,,,,,,,3000,13151,,,2000,13266,,,2000,14005,,,,13323
0317424,2013-14,1,Single,0,102473,College,College,With Parent,,,,,,,,,,10928,,,,10878,,,,11203.6,,,,,,
0318680,2013-14,1,Single,0,21417,High School,High School,With Parent,,,,,,,,,4750,,,12001,,,,,,,,,,,,
0323745,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0324779,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0311219,2013-14,1,Single,49072,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0312300,2013-14,1,Single,17021,37810,High School,High School,Off Campus,,,,,,,,,34200,,,,,,,,,,,,,,,
0319781,2013-14,1,Single,5624,194482,College,College,With Parent,,,,,3750,,,,9000,,,,,,,,,,,,,,,
0322499,2013-14,1,Single,0,86477,College,College,On Campus Housing,,,,,,,,,,1000,,,,,,,,,,,,,,
0317913,2013-14,1,Single,0,19230,Middle School,Middle School,Off Campus,,,,,,,,,,,,11725.89,,,,,,,,,,,,
0322680,2013-14,1,Single,0,60893,Middle School,Middle School,With Parent,,,,,,,,,5500,,,,3500,,,5416,4500,,,5409,,,,
0314752,2013-14,1,Single,2142,31564,High School,High School,With Parent,,,,,,,,,3500,,,4229,1750,,,3258,,,,,,,,
0316724,2013-14,1,Single,0,91107,High School,College,With Parent,,,,,,,,,3500,,,,3500,,,,5500,,,,3750,,,
0319691,2013-14,1,Single,0,68025,College,College,With Parent,,,,,,,,,3500,,,8285,,,,,,,,,,,,
0322283,2013-14,1,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,2117,,,,,,,,,,,,
0320856,2013-14,1,Single,0,269552,,Unknown,With Parent,,,,,,,,,9500,,,,,,,,,,,,,,,
0321878,2013-14,1,Single,0,104785,High School,High School,With Parent,,,,,,,,,3500,6000,,,,,,,,,,,,,,
0320428,2013-14,1,Single,0,36254,High School,High School,On Campus Housing,,,,,,,,,,,,13633,,,,9302.83,,,,5586,,,,2733
0322659,2013-14,1,Single,0,49439,High School,College,With Parent,,,,,,,,,5500,,,,1750,,,301,,,,,,,,
0317633,2013-14,1,Single,1507,37843,High School,High School,On Campus Housing,,,,,,,,,,,,11183,,,,6616,,,,5775,5500,,,
0321718,2013-14,1,Single,0,0,Unknown,Middle School,With Parent,,,,,,,,,,,,6001,,,,,,,,,,,,
0323046,2013-14,1,Single,0,39313,High School,College,On Campus Housing,,,,,,,,,2750,,,2048,,,,,,,,,,,,
0317060,2013-14,1,Single,0,36812,High School,High School,On Campus Housing,,,,,,,,,5500,,,9485,6500,,,7284,6500,,,4789,14500,,,865
0324349,2013-14,1,Single,5078,19200,College,College,Off Campus,,,,,,,,,,6000,,12001,,6000,,11294,,2000,,12855,,2000,,10691
0093036,2013-14,1,Single,0,29346,Unknown,College,With Parent,,,,,,,,,,4000,,4197,,,,12066,,,,12855,,,,
0319426,2013-14,1,Single,5185,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0320803,2013-14,1,Single,14449,0,College,College,Off Campus,,,,,,,,,5500,,,6245,4500,,,6020,8650,,,2725,,,,
0324915,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0319279,2013-14,1,Single,0,44380,High School,College,On Campus Housing,,,,,,,,,9500,19065.5,,2095,,,,,,,,,,,,
0321626,2013-14,1,Single,0,73319,High School,Unknown,On Campus Housing,,,,,,,,,3500,13457.3,,,9500,,,,10500,,,,,,,
0311770,2013-14,1,Single,21012,0,College,College,Off Campus,,,,,,,,,1000,,,336,,,,,,,,,,,,
0318889,2013-14,1,Single,0,0,College,College,Off Campus,,,,,,,,,3750,,,2823,,,,,,,,,,,,
0324873,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0318163,2013-14,1,Single,0,1673,College,College,With Parent,,,,,,,,,,,,12001,,,,12116,,,,12255,,,,6512
0318322,2013-14,1,Single,0,37086,College,College,On Campus Housing,,,,,,,,,5500,18500,,3795,,,,,,,,,,,,
0316718,2013-14,1,Single,0,15819,High School,College,On Campus Housing,,,,,,,,,,,,13151,,,,13866,6500,,,6925,3750,,222.07,5896
0318548,2013-14,1,Single,3967,0,College,College,Off Campus,,,,,,,,,32500,,,,,,,,,,,,,,,
0320244,2013-14,1,Single,0,18012,High School,High School,With Parent,,,,,,,,,,1500,,12085,5710,1500,1640,13991,9000,,2000,14255,3093,,2000,13573
0323971,2013-14,1,Single,864,5359,High School,High School,With Parent,,,,,,,,,,2000,,10084.18,,,,,,,,,,,,
0321256,2013-14,1,Married,60457,0,College,College,Off Campus,,,,,,,,,12500,,,,,,,,,,,,,,,
0312538,2013-14,1,Married,73919,0,High School,High School,Off Campus,,,,,20000,,,,34200,,,,,,,,,,,,,,,
0324048,2013-14,1,Single,29022,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0320673,2013-14,1,Single,934,0,Middle School,High School,With Parent,,,,,,,,,,,,13751,,,,13266,,,,13171,,,,10913
0319467,2013-14,1,Single,0,0,Middle School,College,On Campus Housing,,,,,,,,,4750,,1000,3123,,,,,,,,,,,,
0312654,2013-14,1,Single,12880,12880,Unknown,High School,On Campus Housing,,,,,,,,,3500,,,9531,,,,,,,,,,,,
0322397,2013-14,1,Married,110980,0,College,High School,Off Campus,,,,,,,,,12500,,,,,,,,,,,,,,,
0324079,2013-14,1,Single,0,72059,High School,College,On Campus Housing,,,,,,,,,3500,,,,,,,11044,,,,,,,,
0084495,2013-14,1,Single,40174,0,High School,High School,Off Campus,,,,,,,,,7500,,,4895,7500,,,5730,10500,250,,,12500,,,5265
0312989,2013-14,1,Single,0,51020,High School,College,With Parent,,,,,,,,,3500,,,5715,,,,,,,,,,,,
0316944,2013-14,1,Married,14134,0,High School,High School,Off Campus,,,,,,,,,,,,8924,,,,,,,,,,,,
0318035,2013-14,1,Single,2265,87136,College,College,On Campus Housing,,,,,,,,,,32215.5,,,,29547.9,,680,7500,20007.8,,,7500,20457.9,,
0323811,2013-14,1,Single,54642,0,Unknown,High School,Off Campus,,,,,,,,,7500,,,,,,,,,,,,,,,
0322517,2013-14,1,Single,533,28832,College,College,With Parent,,,,,,,,,,,,3591,,,,,,,,,,,,
0311072,2013-14,1,Single,0,1115,College,College,With Parent,,,,,,,,,,,,11133,,,,12066,,,,,,,,
0319301,2013-14,1,Single,0,22988,Unknown,High School,With Parent,,,,,,,,,,,,13751,2500,,2000,10842,4500,,,12571,7500,,,10179
0288842,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322664,2013-14,1,Single,0,25516,,,With Parent,,,,,,,,,3500,2000,,5645,,3000,,12116,,11323.6,,,,,,
0317130,2013-14,1,Single,0,16393,Unknown,High School,With Parent,,,,,,,,,,,,13751,,,,13866,,,,14005,,,,14173
0319484,2013-14,1,Single,6084,15669,College,Middle School,With Parent,,,,,,,,,,1000,,6001,,,,,,,,,,,,
0316679,2013-14,1,Single,7804,32662,Middle School,Middle School,With Parent,,,,,,,,,,,,12333,,,,,,,,,,,,
0321709,2013-14,1,Married,72189,0,Unknown,College,Off Campus,,,,,,,,,34200,,,,,,,,,,,,,,,
0324436,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0321556,2013-14,1,Single,0,22157,High School,High School,With Parent,,,,,,,,,,,,12001,,,,12116,,,,,,,,
0317392,2013-14,1,Single,10063,9576,High School,High School,On Campus Housing,,,,,,,,,2000,,2000,11183,3500,,,11294,6500,,,9059,7500,,,7717
0324245,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0321249,2013-14,1,Married,131694,0,College,College,Off Campus,,,,,,,,,29500,,,,,,,,,,,,,,,
0322336,2013-14,1,Single,36597,0,College,High School,With Parent,,,,,,,,,12500,,,,,,,,,,,,,,,
0324465,2013-14,1,Single,0,0,High School,Unknown,With Parent,,,,,,,,,,,,12001,,,,12116,5500,,,5775,,,2000,13023
0317640,2013-14,1,Single,0,29292,High School,High School,With Parent,,,,,,,,,,,,8118,,,,,,,,,,,,
0320931,2013-14,1,Married,10738,0,High School,Middle School,Off Campus,,,,,,,,,34200,,,,,,,,,,,,,,,
0320899,2013-14,1,Single,0,23983,Middle School,High School,On Campus Housing,,,,,,,,,,,2000,12601,5638,,,12116,3027,,1300,12021,6700,,2000,12173
0324197,2013-14,1,Married,17401,0,High School,High School,On Campus Housing,,,,,,,,,,,,12001,9500,,2000,12716,10500,,,12255,12500,,,7968
0313240,2013-14,1,Single,23378,23269,High School,High School,Off Campus,,,,,,,,,2750,,,4234,,,,,,,,,,,,
0324033,2013-14,1,Single,0,10298,College,College,Off Campus,,,,,,,,,3500,,,12001,7500,,,12116,10500,,,12255,8514,,,13023
0317972,2013-14,1,Single,0,26628,Middle School,High School,Off Campus,,,,,,,,,,,,11183,,,,12066,,,,12205,,,,12373
0320714,2013-14,1,Single,5850,0,College,College,Off Campus,,,,,,,,,7500,,,8823,9500,,,6330,,,,,,,,
0317870,2013-14,1,Single,0,42333,High School,High School,With Parent,,,,,,,,,3379,,,10335,2750,,,2429,,,,,,,,
0321844,2013-14,1,Single,1531,0,College,College,Off Campus,,,,,,,,,,,,11183,,,,12116,,,,12255,,1000,,13023
0308671,2013-14,1,Single,0,11663,High School,High School,With Parent,,,,,,,,,3500,,,5495,4500,809,,5280,5500,,,2225,6901,6000,,5765
0321312,2013-14,1,Single,0,12635,,,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0318100,2013-14,1,Single,0,12563,College,College,With Parent,,,,,,,,,,,,12001,,,,10844,,,,12205,,,,
0319642,2013-14,1,Single,2520,14291,High School,Middle School,Off Campus,,,,,,,,,,,,4940,,,,,,,,,,,,
0320575,2013-14,1,Single,0,15584,Unknown,High School,On Campus Housing,,,,,,,,,1803,17365.02,1298,5645,3500,5098,,6180,,,,,,,,
0320502,2013-14,1,Married,48366,0,Middle School,Middle School,Off Campus,,,,,12500,,,,32500,,,,,,,,,,,,,,,
0323672,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0318683,2013-14,1,Single,0,13076,High School,High School,Off Campus,,,,,,,,,,,,13751,,,,12444,,,,13355,,,,13223
0322554,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0317992,2013-14,1,Single,0,19738,College,,With Parent,,,,,,,,,,,,13151,,,,6633,,,,,,,,
0319685,2013-14,1,Single,0,14145,Unknown,Unknown,Off Campus,,,,,,,,,1750,,3000,9423,,,3500,11966,,,,,,,,
0315878,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0316249,2013-14,1,Single,0,88218,Unknown,College,,,,,,,,,,,,,,10500,,,11894,6500,,,5775,7500,,,6479
0317025,2013-14,1,Single,0,75901,Unknown,Unknown,On Campus Housing,,,,,,,,,,10653.3,,,,10853,,,,11178.6,,,,11430.1,,
0317151,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0317157,2013-14,1,Single,0,11834,Middle School,High School,With Parent,,,,,,,,,,5282,,11183,,7100,,12116,,6360.6,,12255,,5634,,12423
0317161,2013-14,1,Single,0,32920,High School,Middle School,Off Campus,,,,,,,,,5500,,,4495,3500,,,10444,2250,,,7834,,,,
0317856,2013-14,1,Single,702,77171,College,High School,On Campus Housing,,,,,,,,,5500,,,,5500,,,,4500,,,,6500,,,
0318990,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0319503,2013-14,1,,,,,,,,,,,,,,,,19140.5,,,,19425,,,,11178.6,,,,11430.1,,
0320385,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0320454,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,3000,5815
0321195,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322132,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322512,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322497,2013-14,1,Single,0,40537,College,College,On Campus Housing,,,,,,,,,9500,,,8181,3500,,,8492,10500,,,7587,7500,,2000,6113
0322643,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322644,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322645,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0323314,2013-14,1,Single,0,8562,High School,High School,With Parent,,,,,,,,,3500,,,4129,2750,,,2865,,,,,,,,
0265886,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322326,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092847,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0324113,2013-14,1,Single,0,85502,High School,High School,Off Campus,,,,,,,,,10500,,,,5500,,,5730,2760,,,2888,,,,
0318570,2013-14,1,Single,10252,0,College,High School,With Parent,,,,,,,,,,,,13151,,,,12444,,,,6286,,,,
0318772,2013-14,1,Single,18543,31690,High School,College,With Parent,,,,,,,,,14193,,,3227,15000,,,,,,,,,,,
0324501,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322988,2013-14,1,,,,,,,,,,,,,,,,,,,4785,,,,,,,,,,,
0297504,2013-14,1,Single,0,53526,Unknown,Middle School,With Parent,,,,,,,,,3500,,,8585,4500,,,9092,7500,,,5406,,,,
0285488,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322812,2013-14,1,Single,17459,0,College,College,With Parent,,,,,,,,,4100,,,695,,,,,,,,,,,,
0322858,2013-14,1,Single,25089,0,College,High School,With Parent,,,,,,,,,7500,,,,5500,,,4280,2750,,,2613,5500,,,2033
0314537,2013-14,1,Single,10673,0,High School,High School,With Parent,,,,,,,,,,,,5168,,,,,,,,,,,,
0323832,2013-14,1,Single,17200,0,College,College,Off Campus,,,,,,,,,,,,2171,,,,,,,,,,,,
0318523,2013-14,1,Single,0,20198,Middle School,College,With Parent,,,,,,,,,,,,12001,,,,,,,,,,,,
0323963,2013-14,1,Single,22969,65060,Unknown,College,With Parent,,,,,,,,,3250,,,,10500,,,,,,,,12500,,,3165
0322687,2013-14,1,Single,0,35700,Middle School,High School,With Parent,,,,,,,,,5500,,,9033,3291,,,10244,5500,,,3842,2355,,,
0322421,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322753,2013-14,1,Single,0,23565,College,College,With Parent,,,,,,,,,,,,1412,,,,11244,,,,1954,,,,
0321953,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322171,2013-14,1,Single,9834,23112,Middle School,High School,With Parent,,,,,,,,,,,,10335,,,,7796,5500,1222,,721,7500,,,2
0320904,2013-14,1,Single,4854,113880,Unknown,Unknown,With Parent,,,,,,,,,,,,,4500,,,,5250,,,,,,,
0301974,2013-14,1,Married,55000,0,Unknown,Unknown,Off Campus,,,,,,,,,2250,,,1412,,,,,,,,,,,,
0324373,2013-14,1,Single,4282,46942,College,Middle School,On Campus Housing,,,,,,,,,12700,,,7915,6500,,,10444,9000,,,11721,,,,
0323254,2013-14,1,Single,23830,0,College,College,Off Campus,,,,,,,,,7500,,,5645,10500,,,6136,12500,,,,12500,,,
0323748,2013-14,1,Single,50802,0,Unknown,Unknown,Off Campus,,,,,,,,,,2000,,,5250,1515,,,,,,,,,,
0324256,2013-14,1,Single,19585,0,High School,Middle School,Off Campus,,,,,,,,,9500,,,2195,10500,,,5730,10500,,,5425,5459,,,2907
0280841,2013-14,1,Single,0,115320,Unknown,College,With Parent,,,,,,,,,17500,,,,15500,,,,3410,,,5711,,,,
0323037,2013-14,1,Married,90887,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0320078,2013-14,1,Single,43286,0,College,College,Off Campus,,,,,,,,,25930,,,,8500,5000,,,,,,,,,,
0322653,2013-14,1,Single,8090,0,College,College,Off Campus,,,,,,,,,9500,,,11183,8500,,,8966,10500,,,5775,,,,1217
0314531,2013-14,1,Single,0,9012,Unknown,High School,Off Campus,,,,,,,,,448,,,5592,,,,,,,,,,,,
0265066,2013-14,1,Single,80937,0,Middle School,High School,Off Campus,,,,,,,,,7500,,,,8500,,,,10500,,,,,,,
0323420,2013-14,1,Single,53547,0,High School,High School,Off Campus,,,,,,,,,1910,,,798,,,,,,,,,,,,
0259794,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0297376,2013-14,1,Single,0,27791,Middle School,High School,Off Campus,,,,,,,,,3500,,,11133,5500,1000,,10844,5500,,,5775,,,,12423
0281387,2013-14,1,Single,14689,39679,College,College,On Campus Housing,,,,,,,,,,,,8115,7500,,,920,,,,,,,,
0322111,2013-14,1,Married,13273,0,High School,Middle School,Off Campus,,,,,,,,,3000,,,9785,11500,,,2539,,,,,,,,
0275844,2013-14,1,Single,0,23099,College,High School,With Parent,,,,,,,,,,,,11951,,,,,,,,,,,,
0279974,2013-14,1,Single,2161,34818,High School,Unknown,With Parent,,,,,,,,,,,,5317,,,,7796,10500,,,809,,,,
0323570,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0324000,2013-14,1,Single,33499,0,High School,College,Off Campus,,,,,,,,,3500,,,3497,2250,,,2058.52,,,,,,,,
0320044,2013-14,1,Married,30128,0,Middle School,Unknown,Off Campus,,,,,,,,,8500,,,1495,8500,,,,10500,,,,12500,,,
0322170,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0243988,2013-14,1,Single,3880,0,High School,High School,Off Campus,,,,,,,,,8500,,,5645,4250,,,2865,,,,,,,,
0321284,2013-14,1,Married,67829,0,High School,High School,Off Campus,,,,,,,,,7500,,,1648,,,,,,,,,,,,
0205292,2013-14,1,Single,28127,0,College,High School,Off Campus,,,,,,,,,7500,,,,8500,,,,10500,,,,6250,,,
0323335,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0320331,2013-14,1,Single,13771,28999,Middle School,High School,Off Campus,,,,,,,,,9500,,,5395,12500,,,,4332,,,,,,,
0279968,2013-14,1,Single,0,169562,College,College,With Parent,,,,,,,,,10700,,,,6500,,,,5250,,,2166,7681,,,4361
0323515,2013-14,1,Single,22598,10034,Unknown,College,On Campus Housing,,,,,,,,,10500,,,5645,,,,,,,,,,,,
0322195,2013-14,1,Single,12977,27444,Middle School,High School,Off Campus,,,,,,,,,3500,,,9629,,,,10442,4000,,,7189,8720,,,1223
0321289,2013-14,1,Single,15169,110986,High School,High School,With Parent,,,,,,,,,6500,,,,5500,,,,9585,,,5330,,,,
0282378,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322290,2013-14,1,Single,13808,27776,High School,College,With Parent,,,,,,,,,2378,,,1398,,,,,,,,,,,,
0324592,2013-14,1,Single,15492,0,High School,High School,Off Campus,,,,,,,,,9500,,,3895,12500,,,2880,10500,,,11421,,,,
0268518,2013-14,1,Single,0,39582,Middle School,College,With Parent,,,,,,,,,,,,3795,12500,,,5730,3611,,,6128,,,,
0304571,2013-14,1,Single,1589,28489,College,College,Off Campus,,,,,,,,,6500,,,12001,7500,,,7236,9500,,,4267,,,,
0284246,2013-14,1,Single,11689,34982,Middle School,Middle School,With Parent,,,,,,,,,3500,,,9281,6500,,,2720,7500,,,3525,12500,,,
0324807,2013-14,1,Married,28068,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,9531,10500,,,5730,,,,,,,,
0324595,2013-14,1,Single,13331,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,7211,,,,,,,,,,,,
0249296,2013-14,1,Single,50950,0,Unknown,Unknown,Off Campus,,,,,,,,,4250,,,,12500,,,3380,10138,,,3725,12500,,,5815
0294319,2013-14,1,Single,0,21408,College,High School,With Parent,,,,,,,,,3500,,,12333,,,2000,13044,4045,,2000,12571,,,,
0320073,2013-14,1,Single,0,104255,High School,College,With Parent,,,,,,,,,10704,,,,5502,,,,,,,,,,,
